Florine, fhi98PP : TROULLIER-MARTINS, LDA CA PerdewWang, d-local
 9.000  7.000    021113              zatom,zion,pspdat
 6       7        2    2    477     0  pspcod,pspxc,lmax,lloc,mmax,r2well
 0.0     0.0     0.0                  rchrg, fchrg, qchrg



0.70000000000000E+01   3
  0.0000    0.0000    0.0000   0.0000
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  0.0000    .00e+00   .00e+00
  19 0.10774044367116E-02 0.19838627749526E-02 -.10316233376538E+02
  20 0.11040163262983E-02 0.20328641449284E-02 -.10316233216831E+02
  21 0.11312855295579E-02 0.20830758441621E-02 -.10316233022752E+02
  22 0.11592282821380E-02 0.21345277674381E-02 -.10316232793218E+02
  23 0.11878612207068E-02 0.21872505479153E-02 -.10316232527077E+02
  24 0.12172013928582E-02 0.22412755753630E-02 -.10316232223105E+02
  25 0.12472662672618E-02 0.22966350148475E-02 -.10316231880000E+02
  26 0.12780737440632E-02 0.23533618258790E-02 -.10316231496383E+02
  27 0.13096421655416E-02 0.24114897820322E-02 -.10316231070790E+02
  28 0.13419903270304E-02 0.24710534910509E-02 -.10316230601673E+02
  29 0.13751374881081E-02 0.25320884154491E-02 -.10316230087389E+02
  30 0.14091033840644E-02 0.25946308936208E-02 -.10316229526205E+02
  31 0.14439082376508E-02 0.26587181614706E-02 -.10316228916286E+02
  32 0.14795727711207E-02 0.27243883745788E-02 -.10316228255692E+02
  33 0.15161182185674E-02 0.27916806309135E-02 -.10316227542377E+02
  34 0.15535663385660E-02 0.28606349941036E-02 -.10316226774177E+02
  35 0.15919394271286E-02 0.29312925172855E-02 -.10316225948813E+02
  36 0.16312603309787E-02 0.30036952675398E-02 -.10316225063877E+02
  37 0.16715524611539E-02 0.30778863509301E-02 -.10316224116832E+02
  38 0.17128398069444E-02 0.31539099381603E-02 -.10316223105003E+02
  39 0.17551469501759E-02 0.32318112908653E-02 -.10316222025569E+02
  40 0.17984990798452E-02 0.33116367885507E-02 -.10316220875562E+02
  41 0.18429220071174E-02 0.33934339561966E-02 -.10316219651851E+02
  42 0.18884421806932E-02 0.34772514925441E-02 -.10316218351142E+02
  43 0.19350867025563E-02 0.35631392990785E-02 -.10316216969966E+02
  44 0.19828833441095E-02 0.36511485097287E-02 -.10316215504671E+02
  45 0.20318605627090E-02 0.37413315212989E-02 -.10316213951414E+02
  46 0.20820475186079E-02 0.38337420246522E-02 -.10316212306151E+02
  47 0.21334740923175E-02 0.39284350366621E-02 -.10316210564628E+02
  48 0.21861709023977E-02 0.40254669329542E-02 -.10316208722369E+02
  49 0.22401693236870E-02 0.41248954814542E-02 -.10316206774665E+02
  50 0.22955015059820E-02 0.42267798767646E-02 -.10316204716567E+02
  51 0.23522003931798E-02 0.43311807753888E-02 -.10316202542868E+02
  52 0.24102997428913E-02 0.44381603318247E-02 -.10316200248095E+02
  53 0.24698341465407E-02 0.45477822355483E-02 -.10316197826493E+02
  54 0.25308390499603E-02 0.46601117489096E-02 -.10316195272012E+02
  55 0.25933507744943E-02 0.47752157459628E-02 -.10316192578293E+02
  56 0.26574065386243E-02 0.48931627522549E-02 -.10316189738653E+02
  57 0.27230444801283E-02 0.50140229855950E-02 -.10316186746068E+02
  58 0.27903036787875E-02 0.51378683978288E-02 -.10316183593155E+02
  59 0.28592241796536E-02 0.52647727176430E-02 -.10316180272158E+02
  60 0.29298470168910E-02 0.53948114944260E-02 -.10316176774926E+02
  61 0.30022142382082E-02 0.55280621432081E-02 -.10316173092894E+02
  62 0.30763689298920E-02 0.56646039907111E-02 -.10316169217065E+02
  63 0.31523552424603E-02 0.58045183225318E-02 -.10316165137985E+02
  64 0.32302184169491E-02 0.59478884314887E-02 -.10316160845723E+02
  65 0.33100048118477E-02 0.60947996671599E-02 -.10316156329845E+02
  66 0.33917619307003E-02 0.62453394866417E-02 -.10316151579392E+02
  67 0.34755384503886E-02 0.63995975065573E-02 -.10316146582852E+02
  68 0.35613842501132E-02 0.65576655563468E-02 -.10316141328132E+02
  69 0.36493504410910E-02 0.67196377328696E-02 -.10316135802530E+02
  70 0.37394893969860E-02 0.68856104563512E-02 -.10316129992707E+02
  71 0.38318547850915E-02 0.70556825277080E-02 -.10316123884650E+02
  72 0.39265015982833E-02 0.72299551872822E-02 -.10316117463644E+02
  73 0.40234861877609E-02 0.74085321750235E-02 -.10316110714232E+02
  74 0.41228662965986E-02 0.75915197921513E-02 -.10316103620184E+02
  75 0.42247010941246E-02 0.77790269643335E-02 -.10316096164452E+02
  76 0.43290512111494E-02 0.79711653064202E-02 -.10316088329136E+02
  77 0.44359787760648E-02 0.81680491887691E-02 -.10316080095437E+02
  78 0.45455474518336E-02 0.83697958052020E-02 -.10316071443613E+02
  79 0.46578224738939E-02 0.85765252426313E-02 -.10316062352933E+02
  80 0.47728706889991E-02 0.87883605523982E-02 -.10316052801628E+02
  81 0.48907605950174E-02 0.90054278233639E-02 -.10316042766840E+02
  82 0.50115623817143E-02 0.92278562567957E-02 -.10316032224564E+02
  83 0.51353479725427E-02 0.94557782430922E-02 -.10316021149598E+02
  84 0.52621910674645E-02 0.96893294403930E-02 -.10316009515475E+02
  85 0.53921671868308E-02 0.99286488551163E-02 -.10315997294409E+02
  86 0.55253537163456E-02 0.10173878924474E-01 -.10315984457221E+02
  87 0.56618299531393E-02 0.10425165601009E-01 -.10315970973277E+02
  88 0.58016771529818E-02 0.10682658439208E-01 -.10315956810412E+02
  89 0.59449785786605E-02 0.10946510684231E-01 -.10315941934852E+02
  90 0.60918195495534E-02 0.11216879362824E-01 -.10315926311140E+02
  91 0.62422874924274E-02 0.11493925376451E-01 -.10315909902049E+02
  92 0.63964719934903E-02 0.11777813596705E-01 -.10315892668493E+02
  93 0.65544648517295E-02 0.12068712963061E-01 -.10315874569437E+02
  94 0.67163601335673E-02 0.12366796583009E-01 -.10315855561800E+02
  95 0.68822542288664E-02 0.12672241834647E-01 -.10315835600353E+02
  96 0.70522459083194E-02 0.12985230471768E-01 -.10315814637613E+02
  97 0.72264363822548E-02 0.13305948731523E-01 -.10315792623732E+02
  98 0.74049293608965E-02 0.13634587444704E-01 -.10315769506379E+02
  99 0.75878311161107E-02 0.13971342148725E-01 -.10315745230616E+02
 100 0.77752505446786E-02 0.14316413203342E-01 -.10315719738774E+02
 101 0.79672992331322E-02 0.14670005909211E-01 -.10315692970312E+02
 102 0.81640915241905E-02 0.15032330629316E-01 -.10315664861678E+02
 103 0.83657445848381E-02 0.15403602913356E-01 -.10315635346161E+02
 104 0.85723784760836E-02 0.15784043625155E-01 -.10315604353736E+02
 105 0.87841162244428E-02 0.16173879073165E-01 -.10315571810895E+02
 106 0.90010838951866E-02 0.16573341144137E-01 -.10315537640483E+02
 107 0.92234106673977E-02 0.16982667440025E-01 -.10315501761514E+02
 108 0.94512289108824E-02 0.17402101418218E-01 -.10315464088984E+02
 109 0.96846742649812E-02 0.17831892535147E-01 -.10315424533671E+02
 110 0.99238857193262E-02 0.18272296393379E-01 -.10315383001934E+02
 111 0.10169005696594E-01 0.18723574892251E-01 -.10315339395487E+02
 112 0.10420180137299E-01 0.19185996382140E-01 -.10315293611181E+02
 113 0.10677558586691E-01 0.19659835822442E-01 -.10315245540759E+02
 114 0.10941294283782E-01 0.20145374943363E-01 -.10315195070610E+02
 115 0.11211544252591E-01 0.20642902411575E-01 -.10315142081504E+02
 116 0.11488469395630E-01 0.21152713999869E-01 -.10315086448322E+02
 117 0.11772234589702E-01 0.21675112760845E-01 -.10315028039765E+02
 118 0.12063008784068E-01 0.22210409204776E-01 -.10314966718056E+02
 119 0.12360965101035E-01 0.22758921481700E-01 -.10314902338623E+02
 120 0.12666280939030E-01 0.23320975567860E-01 -.10314834749772E+02
 121 0.12979138078224E-01 0.23896905456572E-01 -.10314763792336E+02
 122 0.13299722788756E-01 0.24487053353626E-01 -.10314689299322E+02
 123 0.13628225941639E-01 0.25091769877311E-01 -.10314611095525E+02
 124 0.13964843122397E-01 0.25711414263166E-01 -.10314528997135E+02
 125 0.14309774747520E-01 0.26346354573564E-01 -.10314442811325E+02
 126 0.14663226183784E-01 0.26996967912214E-01 -.10314352335813E+02
 127 0.15025407870524E-01 0.27663640643707E-01 -.10314257358414E+02
 128 0.15396535444925E-01 0.28346768618185E-01 -.10314157656561E+02
 129 0.15776829870415E-01 0.29046757401263E-01 -.10314052996813E+02
 130 0.16166517568214E-01 0.29764022509287E-01 -.10313943134335E+02
 131 0.16565830552149E-01 0.30498989650050E-01 -.10313827812358E+02
 132 0.16975006566787E-01 0.31252094969072E-01 -.10313706761614E+02
 133 0.17394289228987E-01 0.32023785301543E-01 -.10313579699744E+02
 134 0.17823928172943E-01 0.32814518430047E-01 -.10313446330681E+02
 135 0.18264179198815E-01 0.33624763348173E-01 -.10313306344010E+02
 136 0.18715304425025E-01 0.34455000530123E-01 -.10313159414290E+02
 137 0.19177572444324E-01 0.35305722206420E-01 -.10313005200360E+02
 138 0.19651258483698E-01 0.36177432645833E-01 -.10312843344603E+02
 139 0.20136644568246E-01 0.37070648443626E-01 -.10312673472186E+02
 140 0.20634019689081E-01 0.37985898816229E-01 -.10312495190268E+02
 141 0.21143679975402E-01 0.38923725902450E-01 -.10312308087167E+02
 142 0.21665928870794E-01 0.39884685071327E-01 -.10312111731509E+02
 143 0.22201077313903E-01 0.40869345236723E-01 -.10311905671321E+02
 144 0.22749443923556E-01 0.41878289178766E-01 -.10311689433105E+02
 145 0.23311355188468E-01 0.42912113872231E-01 -.10311462520868E+02
 146 0.23887145661623E-01 0.43971430821971E-01 -.10311224415113E+02
 147 0.24477158159465E-01 0.45056866405466E-01 -.10310974571794E+02
 148 0.25081743966004E-01 0.46169062222610E-01 -.10310712421231E+02
 149 0.25701263041964E-01 0.47308675452792E-01 -.10310437366979E+02
 150 0.26336084239101E-01 0.48476379219366E-01 -.10310148784667E+02
 151 0.26986585519806E-01 0.49672862961584E-01 -.10309846020783E+02
 152 0.27653154182146E-01 0.50898832814047E-01 -.10309528391424E+02
 153 0.28336187090445E-01 0.52155011993754E-01 -.10309195180999E+02
 154 0.29036090911579E-01 0.53442141194773E-01 -.10308845640894E+02
 155 0.29753282357095E-01 0.54760978990611E-01 -.10308478988086E+02
 156 0.30488188431315E-01 0.56112302244284E-01 -.10308094403722E+02
 157 0.31241246685568E-01 0.57496906526132E-01 -.10307691031646E+02
 158 0.32012905478702E-01 0.58915606539377E-01 -.10307267976889E+02
 159 0.32803624244026E-01 0.60369236553419E-01 -.10306824304115E+02
 160 0.33613873762853E-01 0.61858650844865E-01 -.10306359036026E+02
 161 0.34444136444796E-01 0.63384724146240E-01 -.10305871151723E+02
 162 0.35294906614982E-01 0.64948352102335E-01 -.10305359585034E+02
 163 0.36166690808372E-01 0.66550451734119E-01 -.10304823222797E+02
 164 0.37060008071339E-01 0.68191961910125E-01 -.10304260903115E+02
 165 0.37975390270701E-01 0.69873843825178E-01 -.10303671413576E+02
 166 0.38913382410387E-01 0.71597081486344E-01 -.10303053489439E+02
 167 0.39874542955924E-01 0.73362682205907E-01 -.10302405811801E+02
 168 0.40859444166935E-01 0.75171677101183E-01 -.10301727005734E+02
 169 0.41868672437859E-01 0.77025121600943E-01 -.10301015638412E+02
 170 0.42902828647074E-01 0.78924095958150E-01 -.10300270217221E+02
 171 0.43962528514657E-01 0.80869705768724E-01 -.10299489187858E+02
 172 0.45048402968969E-01 0.82863082495966E-01 -.10298670932442E+02
 173 0.46161098522302E-01 0.84905384000246E-01 -.10297813767619E+02
 174 0.47301277655803E-01 0.86997795073499E-01 -.10296915942689E+02
 175 0.48469619213901E-01 0.89141527978028E-01 -.10295975637757E+02
 176 0.49666818808485E-01 0.91337822989041E-01 -.10294990961913E+02
 177 0.50893589233054E-01 0.93587948940298E-01 -.10293959951461E+02
 178 0.52150660887111E-01 0.95893203772166E-01 -.10292880568202E+02
 179 0.53438782211022E-01 0.98254915081293E-01 -.10291750697787E+02
 180 0.54758720131634E-01 0.10067444067107E+00 -.10290568148148E+02
 181 0.56111260518886E-01 0.10315316910188E+00 -.10289330648033E+02
 182 0.57497208653702E-01 0.10569252024018E+00 -.10288035845647E+02
 183 0.58917389707449E-01 0.10829394580516E+00 -.10286681307426E+02
 184 0.60372649233223E-01 0.11095892991179E+00 -.10285264516963E+02
 185 0.61863853669283E-01 0.11368898960884E+00 -.10283782874090E+02
 186 0.63391890854915E-01 0.11648567541043E+00 -.10282233694159E+02
 187 0.64957670559031E-01 0.11935057181930E+00 -.10280614207529E+02
 188 0.66562125021839E-01 0.12228529784017E+00 -.10278921559274E+02
 189 0.68206209509879E-01 0.12529150748107E+00 -.10277152809161E+02
 190 0.69890902884772E-01 0.12837089024061E+00 -.10275304931896E+02
 191 0.71617208186026E-01 0.13152517157874E+00 -.10273374817680E+02
 192 0.73386153228221E-01 0.13475611336851E+00 -.10271359273089E+02
 193 0.75198791212958E-01 0.13806551432601E+00 -.10269255022315E+02
 194 0.77056201355918E-01 0.14145521041552E+00 -.10267058708791E+02
 195 0.78959489529410E-01 0.14492707522652E+00 -.10264766897221E+02
 196 0.80909788920786E-01 0.14848302031911E+00 -.10262376076055E+02
 197 0.82908260707129E-01 0.15212499553379E+00 -.10259882660428E+02
 198 0.84956094746595E-01 0.15585498926161E+00 -.10257282995585E+02
 199 0.87054510286836E-01 0.15967502866999E+00 -.10254573360836E+02
 200 0.89204756690921E-01 0.16358717987939E+00 -.10251749974046E+02
 201 0.91408114181187E-01 0.16759354808537E+00 -.10248808996708E+02
 202 0.93665894601462E-01 0.17169627762039E+00 -.10245746539592E+02
 203 0.95979442198118E-01 0.17589755194902E+00 -.10242558669028E+02
 204 0.98350134420412E-01 0.18019959358973E+00 -.10239241413814E+02
 205 0.10077938274060E+00 0.18460466395614E+00 -.10235790772781E+02
 206 0.10326863349429E+00 0.18911506310947E+00 -.10232202723031E+02
 207 0.10581936874160E+00 0.19373312941402E+00 -.10228473228853E+02
 208 0.10843310714952E+00 0.19846123908601E+00 -.10224598251339E+02
 209 0.11111140489611E+00 0.20330180562610E+00 -.10220573758696E+02
 210 0.11385585659704E+00 0.20825727912453E+00 -.10216395737263E+02
 211 0.11666809625499E+00 0.21333014542726E+00 -.10212060203237E+02
 212 0.11954979823249E+00 0.21852292515051E+00 -.10207563215098E+02
 213 0.12250267824883E+00 0.22383817252990E+00 -.10202900886727E+02
 214 0.12552849440158E+00 0.22927847408953E+00 -.10198069401208E+02
 215 0.12862904821329E+00 0.23484644711497E+00 -.10193065025308E+02
 216 0.13180618570416E+00 0.24054473791293E+00 -.10187884124589E+02
 217 0.13506179849106E+00 0.24637601983891E+00 -.10182523179167E+02
 218 0.13839782491378E+00 0.25234299107270E+00 -.10176978800054E+02
 219 0.14181625118916E+00 0.25844837211995E+00 -.10171247746076E+02
 220 0.14531911259353E+00 0.26469490301608E+00 -.10165326941329E+02
 221 0.14890849467459E+00 0.27108534020727E+00 -.10159213493113E+02
 222 0.15258653449305E+00 0.27762245308065E+00 -.10152904710329E+02
 223 0.15635542189503E+00 0.28430902011399E+00 -.10146398122269E+02
 224 0.16021740081584E+00 0.29114782461252E+00 -.10139691497745E+02
 225 0.16417477061599E+00 0.29814164999775E+00 -.10132782864505E+02
 226 0.16822988745020E+00 0.30529327461040E+00 -.10125670528865E+02
 227 0.17238516567022E+00 0.31260546598625E+00 -.10118353095474E+02
 228 0.17664307926228E+00 0.32008097456023E+00 -.10110829487126E+02
 229 0.18100616332005E+00 0.32772252675031E+00 -.10103098964538E+02
 230 0.18547701555406E+00 0.33553281736854E+00 -.10095161145951E+02
 231 0.19005829783824E+00 0.34351450130209E+00 -.10087016026453E+02
 232 0.19475273779485E+00 0.35167018440207E+00 -.10078663996852E+02
 233 0.19956313041838E+00 0.36000241351255E+00 -.10070105861939E+02
 234 0.20449233973972E+00 0.36851366556606E+00 -.10061342857913E+02
 235 0.20954330053129E+00 0.37720633566547E+00 -.10052376668735E+02
 236 0.21471902005441E+00 0.38608272406477E+00 -.10043209441120E+02
 237 0.22002257984975E+00 0.39514502195345E+00 -.10033843797804E+02
 238 0.22545713757204E+00 0.40439529594033E+00 -.10024282848687E+02
 239 0.23102592887007E+00 0.41383547112342E+00 -.10014530199347E+02
 240 0.23673226931316E+00 0.42346731262166E+00 -.10004589956342E+02
 241 0.24257955636520E+00 0.43329240543292E+00 -.99944667286007E+01
 242 0.24857127140742E+00 0.44331213247023E+00 -.99841656240621E+01
 243 0.25471098181118E+00 0.45352765061422E+00 -.99736922405762E+01
 244 0.26100234306192E+00 0.46393986460493E+00 -.99630526498968E+01
 245 0.26744910093555E+00 0.47454939857946E+00 -.99522533733727E+01
 246 0.27405509372866E+00 0.48535656504442E+00 -.99413013476983E+01
 247 0.28082425454375E+00 0.49636133105273E+00 -.99302038787928E+01
 248 0.28776061363098E+00 0.50756328133367E+00 -.99189685815363E+01
 249 0.29486830078767E+00 0.51896157810257E+00 -.99076033027008E+01
 250 0.30215154781712E+00 0.53055491725350E+00 -.98961160239651E+01
 251 0.30961469104821E+00 0.54234148061275E+00 -.98845147413852E+01
 252 0.31726217391710E+00 0.55431888390555E+00 -.98728073171075E+01
 253 0.32509854961285E+00 0.56648412006159E+00 -.98610012984417E+01
 254 0.33312848378829E+00 0.57883349745828E+00 -.98491036986652E+01
 255 0.34135675733786E+00 0.59136257267451E+00 -.98371207330848E+01
 256 0.34978826924410E+00 0.60406607730295E+00 -.98250575029562E+01
 257 0.35842803949443E+00 0.61693783834701E+00 -.98129176188292E+01
 258 0.36728121206995E+00 0.62997069171146E+00 -.98007027537796E+01
 259 0.37635305800807E+00 0.64315638828436E+00 -.97884121157887E+01
 260 0.38564897854087E+00 0.65648549210710E+00 -.97760418272760E+01
 261 0.39517450831083E+00 0.66994727014007E+00 -.97635841984952E+01
 262 0.40493531866611E+00 0.68352957316002E+00 -.97510268802055E+01
 263 0.41493722103716E+00 0.69721870737542E+00 -.97383518797953E+01
 264 0.42518617039678E+00 0.71099929642497E+00 -.97255344239235E+01
 265 0.43568826880558E+00 0.72485413353930E+00 -.97125416498667E+01
 266 0.44644976904508E+00 0.73876402380576E+00 -.96993311072477E+01
 267 0.45747707834049E+00 0.75270761669150E+00 -.96858490518274E+01
 268 0.46877676217550E+00 0.76666122926327E+00 -.96720285138001E+01
 269 0.48035554820124E+00 0.78059866090670E+00 -.96577871247769E+01
 270 0.49222033024181E+00 0.79449100080922E+00 -.96430246907132E+01
 271 0.50437817239878E+00 0.80830643004557E+00 -.96276205027992E+01
 272 0.51683631325703E+00 0.82201002081069E+00 -.96114303852384E+01
 273 0.52960217019448E+00 0.83556353619894E+00 -.95942834884143E+01
 274 0.54268334379828E+00 0.84892523494876E+00 -.95759788487624E+01
 275 0.55608762239010E+00 0.86204968677014E+00 -.95562817533851E+01
 276 0.56982298666313E+00 0.87488760525968E+00 -.95349199687511E+01
 277 0.58389761443371E+00 0.88738570698402E+00 -.95115799194341E+01
 278 0.59831988551023E+00 0.89948660706670E+00 -.94859029354400E+01
 279 0.61309838668233E+00 0.91112876351926E+00 -.94574817258667E+01
 280 0.62824191683338E+00 0.92224648456308E+00 -.94258572828568E+01
 281 0.64375949217917E+00 0.93277001521644E+00 -.93905164731909E+01
 282 0.65966035163599E+00 0.94262572135455E+00 -.93508906351274E+01
 283 0.67595396232140E+00 0.95173639112883E+00 -.93063555642935E+01
 284 0.69265002519074E+00 0.96002167484420E+00 -.92562333427452E+01
 285 0.70975848081295E+00 0.96739868487041E+00 -.91997965367612E+01
 286 0.72728951528903E+00 0.97378277657902E+00 -.91362753569904E+01
 287 0.74525356631667E+00 0.97908852926858E+00 -.90648684328528E+01
 288 0.76366132940469E+00 0.98323094214052E+00 -.89847578928788E+01
 289 0.78252376424099E+00 0.98612685417098E+00 -.88951294526144E+01
 290 0.80185210121774E+00 0.98769658775683E+00 -.87951981774393E+01
 291 0.82165784811782E+00 0.98786580393508E+00 -.86842404915886E+01
 292 0.84195279696633E+00 0.98656754156096E+00 -.85616328260314E+01
 293 0.86274903105140E+00 0.98374439408432E+00 -.84268970127896E+01
 294 0.88405893211837E+00 0.97935075581866E+00 -.82797521151855E+01
 295 0.90589518774169E+00 0.97335504561782E+00 -.81201718033610E+01
 296 0.92827079887891E+00 0.96574179096198E+00 -.79484456105908E+01
 297 0.95119908761122E+00 0.95651343152547E+00 -.77652414026899E+01
 298 0.97469370507522E+00 0.94569168093975E+00 -.75716651161513E+01
 299 0.99876863959057E+00 0.93331827195115E+00 -.73693122092236E+01
 300 0.10234382249885E+01 0.91945490746375E+00 -.71603032288824E+01
 301 0.10487171491457E+01 0.90418225271534E+00 -.69472932700651E+01
 302 0.10746204627296E+01 0.88759783754569E+00 -.67334416369352E+01
 303 0.11011635881590E+01 0.86981279903656E+00 -.65223233063498E+01
 304 0.11283623287865E+01 0.85094749230219E+00 -.63177572400202E+01
 305 0.11562328783075E+01 0.83112614266117E+00 -.61235173671194E+01
 306 0.11847918304017E+01 0.81047092274813E+00 -.59428791472405E+01
 307 0.12140561886127E+01 0.78909613783530E+00 -.57779369786894E+01
 308 0.12440433764714E+01 0.76710362623560E+00 -.56286045863482E+01
 309 0.12747712478702E+01 0.74458077210639E+00 -.54911818423251E+01
 310 0.13062580976926E+01 0.72160424296407E+00 -.53588188318954E+01
 311 0.13385226727056E+01 0.69824793790165E+00 -.52296464401660E+01
 312 0.13715841827215E+01 0.67458509348890E+00 -.51035877399103E+01
 313 0.14054623120347E+01 0.65068831194133E+00 -.49805676637800E+01
 314 0.14401772311420E+01 0.62662924652556E+00 -.48605129578871E+01
 315 0.14757496087512E+01 0.60247829826961E+00 -.47433521369275E+01
 316 0.15122006240873E+01 0.57830432527462E+00 -.46290154407075E+01
 317 0.15495519795023E+01 0.55417436580523E+00 -.45174347919534E+01
 318 0.15878259133960E+01 0.53015337622398E+00 -.44085437553156E+01
 319 0.16270452134569E+01 0.50630398473370E+00 -.43022774974865E+01
 320 0.16672332302292E+01 0.48268626179843E+00 -.41985727483736E+01
 321 0.17084138910159E+01 0.45935750802994E+00 -.40973677632738E+01
 322 0.17506117141240E+01 0.43637206025108E+00 -.39986022860051E+01
 323 0.17938518234629E+01 0.41378111637809E+00 -.39022175129606E+01
 324 0.18381599635024E+01 0.39163257970004E+00 -.38081560580507E+01
 325 0.18835625146009E+01 0.36997092307274E+00 -.37163619185051E+01
 326 0.19300865087115E+01 0.34883707348399E+00 -.36267804415100E+01
 327 0.19777596454767E+01 0.32826831738547E+00 -.35393582916559E+01
 328 0.20266103087200E+01 0.30829822712075E+00 -.34540434191746E+01
 329 0.20766675833454E+01 0.28895660870705E+00 -.33707850289447E+01
 330 0.21279612726540E+01 0.27026947114852E+00 -.32895335502456E+01
 331 0.21805219160886E+01 0.25225901736846E+00 -.32102406072425E+01
 332 0.22343808074159E+01 0.23494365674726E+00 -.31328589901828E+01
 333 0.22895700133591E+01 0.21833803913900E+00 -.30573426272877E+01
 334 0.23461223926891E+01 0.20245311011440E+00 -.29836465573213E+01
 335 0.24040716157885E+01 0.18729618703942E+00 -.29117269028213E+01
 336 0.24634521846985E+01 0.17287105544991E+00 -.28415408439750E+01
 337 0.25242994536605E+01 0.15917808502324E+00 -.27730465931248E+01
 338 0.25866496501660E+01 0.14621436428071E+00 -.27062033698885E+01
 339 0.26505398965251E+01 0.13397385298249E+00 -.26409713768795E+01
 340 0.27160082319692E+01 0.12244755100163E+00 -.25773117760120E+01
 341 0.27830936352989E+01 0.11162368229076E+00 -.25151866653772E+01
 342 0.28518360480907E+01 0.10148789238665E+00 -.24545590566772E+01
 343 0.29222763984786E+01 0.92023457738438E-01 -.23953928532031E+01
 344 0.29944566255210E+01 0.83211504999846E-01 -.23376528283430E+01
 345 0.30684197041714E+01 0.75031238296560E-01 -.22813046046092E+01
 346 0.31442096708644E+01 0.67460172373200E-01 -.22263146331699E+01
 347 0.32218716497348E+01 0.60474369441661E-01 -.21726501738752E+01
 348 0.33014518794832E+01 0.54048677498620E-01 -.21202792757638E+01
 349 0.33829977409064E+01 0.48156967856674E-01 -.20691707580402E+01
 350 0.34665577851068E+01 0.42772369643231E-01 -.20192941915099E+01
 351 0.35521817623990E+01 0.37867499065086E-01 -.19706198804625E+01
 352 0.36399206519302E+01 0.33414681315109E-01 -.19231188449912E+01
 353 0.37298266920329E+01 0.29386163110269E-01 -.18767628037388E+01
 354 0.38219534113261E+01 0.25754313995986E-01 -.18315241570595E+01
 355 0.39163556605859E+01 0.22491814728501E-01 -.17873759705860E+01
 356 0.40130896454023E+01 0.19571831251410E-01 -.17442919591939E+01
 357 0.41122129596438E+01 0.16968173011102E-01 -.17022464713515E+01
 358 0.42137846197470E+01 0.14655434603888E-01 -.16612144738475E+01
 359 0.43178650998547E+01 0.12609120010184E-01 -.16211715368864E+01
 360 0.44245163678211E+01 0.10805748942478E-01 -.15820938195437E+01
 361 0.45338019221063E+01 0.92229451083117E-02 -.15439580555711E+01
 362 0.46457868295824E+01 0.78395064609996E-02 -.15067415395443E+01
 363 0.47605377642730E+01 0.66354577734911E-02 -.14704221133447E+01
 364 0.48781230470506E+01 0.55920861188933E-02 -.14349781529665E+01
 365 0.49986126863127E+01 0.46919600694955E-02 -.14003885556421E+01
 366 0.51220784196647E+01 0.39189336299531E-02 -.13666327272783E+01
 367 0.52485937566304E+01 0.32581360956551E-02 -.13336905701945E+01
 368 0.53782340224191E+01 0.26959491711069E-02 -.13015424711570E+01
 369 0.55110764027729E+01 0.22199727932373E-02 -.12701692897014E+01
 370 0.56471999899214E+01 0.18189811797329E-02 -.12395523467370E+01
