2.36161 0.68969
2.37475 0.690351
2.37998 0.749369
2.38786 0.749766
2.39314 0.691278
2.40363 0.75056
2.41151 0.750957
2.41679 0.692469
2.42202 0.751487
2.42467 0.692866
2.4299 0.751884
2.44044 0.69366
2.44569 0.693924
2.45092 0.752942
2.45357 0.694321
2.45618 0.753207
2.45883 0.694586
2.46406 0.753604
2.46934 0.695115
2.47985 0.695645
2.48246 0.75453
2.48773 0.696042
2.49299 0.696306
2.49826 0.637818
2.50087 0.696703
2.50615 0.638215
2.51661 0.75625
2.52187 0.756515
2.52708 0.874286
2.55336 0.87561
2.55859 0.934628
2.57173 0.935289
2.57696 0.994307
2.61112 0.996028
2.61373 1.05491
2.61638 0.996292
2.62161 1.05531
2.62689 0.996821
2.63214 0.997086
2.63737 1.0561
2.64263 1.05637
2.64786 1.11539
2.65575 1.11578
2.66096 1.23356
2.67147 1.23408
2.67407 1.29297
2.67935 1.23448
2.68461 1.23475
2.68984 1.29376
2.70035 1.29429
2.70558 1.35331
2.71347 1.35371
2.7187 1.41273
2.73446 1.41352
2.7397 1.47254
2.74758 1.47294
2.75805 1.59097
2.76593 1.59137
2.77116 1.65039
2.77642 1.65065
2.779 1.76829
2.79214 1.76895
2.79738 1.82797
2.80002 1.76935
2.80524 1.88712
2.81049 1.88738
2.81308 2.00502
2.82359 2.00555
2.82882 2.06457
2.83408 2.06484
2.83931 2.12385
2.84454 2.18287
2.84978 2.24189
2.85503 2.24215
2.87597 2.47823
2.88645 2.53751
2.89169 2.59653
2.90215 2.71456
2.91264 2.77384
2.91786 2.89162
2.92834 2.9509
2.93358 3.00992
2.94665 3.18684
2.95186 3.30461
2.9885 3.71774
2.99892 3.95328
3.00415 4.0123
3.01458 4.24784
3.01981 4.30686
3.03284 4.60128
3.03543 4.71892
3.04066 4.77794
3.06146 5.36653
3.06409 5.36667
3.07187 5.66083
3.07966 5.89624
3.09521 6.48457
3.10038 6.71984
3.10546 7.19014
3.12368 7.66109
3.12881 8.01387
3.13141 8.07276
3.13654 8.42554
3.14425 8.89597
3.15441 9.83655
3.16458 10.7771
3.1697 11.1299
3.17737 11.7178
3.18243 12.2469
3.1901 12.8348
3.20028 13.7167
3.20799 14.1871
3.21303 14.7749
3.22072 15.304
3.22576 15.8918
3.23588 16.9499
3.24086 17.714
3.2432 18.4779
3.25341 19.301
3.25576 20.0649
3.25813 20.7701
3.2603 22.004
3.26575 21.4755
3.27311 22.886
3.2755 23.5324
3.28054 24.1202
3.28519 25.7656
3.28547 25.0018
3.29012 26.6471
3.30035 27.4115
3.30537 28.058
3.31297 28.8222
3.32843 29.6455
3.33612 30.1747
3.33617 30.0572
3.35684 30.9983
3.36464 31.2337
3.36987 31.2928
3.37508 31.4105
3.38557 31.4698
3.39345 31.4702
3.39606 31.5291
3.40134 31.4706
3.40922 31.471
3.41977 31.354
3.4224 31.3542
3.42511 31.1193
3.4356 31.1786
3.44088 31.1201
3.44618 31.0028
3.45145 30.9443
3.4647 30.6512
3.46998 30.5927
3.47528 30.4755
3.48055 30.417
3.4885 30.2412
3.49378 30.1827
3.507 29.9483
3.52018 29.8315
3.53071 29.7732
3.54385 29.7739
3.54913 29.7154
3.55438 29.7157
3.55966 29.6572
3.56489 29.7162
3.57543 29.658
3.58066 29.717
3.58854 29.7174
3.59378 29.7764
